X1,LexikalischerFrame,KE1,KEE,KE2,Lesart,Schwierigkeit,Koerzion,No,Date,Genre,Bibl,ContextBefore,Hit,ContextAfter
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_pace.Theme,Cause_to_move_in_place.Fixed_location,neutral,x,1,337,36892,Belletristik,"Regener, Sven: Herr Lehmann, Frankfurt am Main: Eichborn AG 2006 [2001], S. 207","Glücklicherweise wedelten einige Leute auf der anderen Seite des Tresens mit Händen und Geldscheinen und taten auch sonst alles mögliche, um seine Aufmerksamkeit zu erregen, so daß er einen guten Grund hatte, sich zu drücken.","»Ich muß arbeiten«, sagte er erleichtert, hob sie kurz hoch, drehte sich einmal mit ihr um seine Achse und stellte sie dann wieder hin.","»Das muß reichen«, sagte er, »ich muß wirklich wieder arbeiten.«"
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_pace.Theme,Cause_to_move_in_place.Fixed_location,neutral,x,1,435,37622,Belletristik,"Bach, Tamara: Marsmädchen, Hamburg: Verlag Friedrich Oetinger 2003, S. 60",Sie stellt sich vor mich hin und tanzt für mich.,"Die Leute gucken uns ein bisschen komisch an, aber es ist schön, wie Laura da tanzt, sie nimmt die Arme in die Luft und wiegt die Hüften hin und her, sie dreht sich um die eigene Achse, schnippt und lächelt mich dabei einfach an.","Und plötzlich tanze ich auch, ich tanze für Laura und lächle sie auch an, und sie hält mich mit ihrem Lächeln fest."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_pace.Theme,Cause_to_move_in_place.Fixed_location,neutral,x,1,487,37622,Belletristik,"Riedel, Susanne: Eine Frau aus Amerika, Berlin: Berlin Verlag 2003, S. 46","Das Kind schluchzte noch einmal auf, dann war es wieder totenstill.","Feuchte Laken drehten sich um meinen Körper wie Schlangen, und als ich nach dem Wecker tastete, kreischten Bremsen aus der Richtung des Friedhofs.","Nach und nach tauchten die wenigen Möbel aus dem mürben Licht auf, das plötzlich durch die Küchentür vom Hof hereinfiel, und ich spürte einen Film auf meinen Wangen, als hätte ich zu lange in kaltem Wasser gelegen."
schlängeln,Motion,Motion.Theme,NA,Motion.Path,manner,x,1,501,37987,Belletristik,"Düffel, John von: Houwelandt, Köln: DuMont Literatur und Kunst Verlag 2004, S. 175",Der Rhododendron wich einer Reihe von Platanen.,Zu beiden Seiten schlängelten sich Blumenbeete um schmale Rasenstreifen.,"Auf den Parkbänken zwischen den Bäumen saßen gutgekleidete Menschen, einzeln oder in Grüppchen, bei ihrer wohlverdienten Mittagspause."
schlingen,Placing,Placing.Agent,Placing.Theme,Placing.Goal,manner,c,1,505,37987,Belletristik,"Düffel, John von: Houwelandt, Köln: DuMont Literatur und Kunst Verlag 2004, S. 296",Das war neu.,"Mit aller Macht bohrte sich der Schmerz in sein Fleisch, riß an seinen Knochen und schlang sich um seine Brust.",Doch Jorge beachtete ihn nicht.
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_pace.Theme,Cause_to_move_in_place.Fixed_location,neutral,x,1,514,37987,Belletristik,"Widmer, Urs: Das Buch des Vaters, Zürich: Diogenes 2004, S. 38","Er sprach nur für die Frau mit den Sommersprossen, und tatsächlich hörte sie ihm, aus der Ferne, aufmerksam zu.","Er war inzwischen völlig begeistert, von allem, und alles drehte sich um ihn.","Er wußte nicht mehr, ob er gerade sprach oder doch eher ein anderer am Tisch."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_pace.Theme,Cause_to_move_in_place.Fixed_location,neutral,a,1,519,37987,Belletristik,"Widmer, Urs: Das Buch des Vaters, Zürich: Diogenes 2004, S. 167","Er ging gebückt – der Schacht war kaum schulterhoch und so eng, daß der Vater sich darin nicht umwenden konnte –, schob die Schaufel vor sich her und, wenn er ihren Widerstand spürte, unter die Kohlen.","Er ruckelte und scharrte, bis er die Schaufel voll glaubte, tastete sich rückwärts gehend zu den Fahrrädern zurück, richtete sich auf, drehte sich wieder um die eigene Achse und ging, aufrecht nun und die volle Schaufel waagrecht an einer Seite tragend, an den Kisten und Koffern vorbei, die zwei Stufen zur Heizung hinunter.",Er kippte die Kohlen durch die Luke.
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_pace.Theme,Cause_to_move_in_place.Fixed_location,neutral,x,1,535,37987,Wissenschaft,"Safranski, Rüdiger: Friedrich Schiller, München Wien: Carl Hanser 2004, S. 350","Man versuche... einmal, ob wir nicht besser fortkommen, daß wir annehmen, die Gegenstände müssen sich nach unserer Erkenntnis richten...","Es ist hiermit eben so, als mit den ersten Gedanken des Kopernikus bewandt, der, nachdem es mit der Erklärung der Himmelsbewegungen nicht gut fort wollte, wenn er annahm, das ganze Sternenheer drehe sich um den Zuschauer, versuchte, ob es nicht besser gelingen möchte, wenn er den Zuschauer sich drehen und dagegen die Sterne in Ruhe ließ«.","Kant hatte seine Untersuchung im Stile der alten Metaphysik begonnen, indem er nach den Aprioritäten des Denkens fahndete, d. h. nach Gewißheiten, die dem Denken vor aller Erfahrung (Physis) gegeben sind und daher, herkömmlicherweise, eine Meta-Physik begründen können."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_pace.Theme,Cause_to_move_in_place.Fixed_location,neutral,x,1,547,38353,Belletristik,"Boie, Kirsten: Skogland, Ort: Hamburg 2005, S. 163","Eine von den Fragen, bei denen sie im Unterricht anfing, unter dem Tisch mit dem Handy zu spielen.","Der Sänger auf dem Bildschirm drehte sich langsam wie in Zeitlupe in einer Pirouette einmal um sich selbst und breitete die Arme aus, während seine Stimme sich auf dem letzten Ton zu vollen Orchesterklängen ausruhte.","Als danach die Nachrichten begannen, griff Jarven zur Fernbedienung; aber dann war auf einmal der Balkon des Schlosses zu sehen, der Vizekönig, und vor allem sie selbst, wie sie winkte, wie sie sich an ihn schmiegte."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_pace.Theme,Cause_to_move_in_place.Fixed_location,neutral,x,1,577,38353,Belletristik,"Schulze, Ingo: Neue Leben, Berlin: Berlin Verlag 2005, S. 539",Der Blonde lächelte.,Der Schwarze drehte sich vor Aufregung um die eigene Achse.,Wir gaben uns die Hand.
krümmen,Reshaping,Reshaping.Patient,Motion.Theme,Motion.Path,incidental,x,7,604,38718,Belletristik,"Glavinic, Thomas: Die Arbeit der Nacht, München Wien: Carl Hanser Verlag 2006, S. 50","Ein Winken mit dem Arm, ein Schritt, ein Drehen des Kopfes, eine Geste: Verlangsamte man diese Bewegung mehr und mehr, ging, gewissermaßen von selbst, alles zu Ende.",Sein Finger krümmte sich um den Abzug.,"In erstaunlicher Klarheit war ihm bewußt, daß er den Druckpunkt längst erreicht haben mußte und doch nicht erreichte."
drängen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,a,1,670,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 435","Dann sah er grünlich hellen Rauch aus den Fugen der Wand steigen und wußte sofort, daß Feuer an Bord war.",Alle drängten sich um die Luke.,"Erst auf Anweisung des Kapitäns, der das Schott zum Laderaum selbst unter Augenschein nahm, stiegen ein paar von uns zu ihm hinab, es zu öffnen."
schließen,Body_movement,Body_movement.Body_part,NA,Body_movement.(Goal),neutral,x,1,681,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 695","Seite an Seite, sein Bauch an meinem Rücken, und ich fühlte mich warm vom Wein, seltsam sicher und geborgen, sein Atem kitzelnd am Ohr, daß ich lachen mußte.","Seine Arme schlossen sich um meine Brust und drückten mich fester an ihn, dann legte er eine Hand auf meine Schulter und drehte mich auf den Rücken.","Er legte sich auf mich, preßte seine Erektion gegen meinen Bauch und dann auf mein Schambein, rieb sich an mir durch mein Kleid."
winden,Motion,Motion.Theme,NA,Motion.Path,manner,x,1,684,38718,Belletristik,"Venske, Regula: Marthes Vision, Frankfurt am Main: Eichborn Verlag 2006, S. 70",Du reißt dir den Unterarm auf.,Eine Schlange windet sich um dein Bein und schmiegt sich an deine Lenden und hält deine Füße und einen Arm wie mit einer Fessel zusammengebunden.,Doch gegen dein eigenes Begehren wehrst du dich nicht.
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,54,36594,Zeitung,"Die Zeit, 09.03.2000, Nr. 11",Die Gäste sind Publikum und Darsteller zugleich.,"Im Athenée Palace mischt sich ständig ein Animateur mit Kamera unter die Leute, um die Glücksmomente des Tages festzuhalten.","Der Film wird dann am Abend im Fernsehen gezeigt, mit einer Zuschauerquote von 100 Prozent."
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,83,36636,Zeitung,"Die Zeit, 20.04.2000, Nr. 17","Und selbst gut informierte Musikhörer müssen wieder auf die Elementarschulbank und eine Fülle neuer Namen pauken: Phonophani, Düplo, Information, Monolight, Deathprod, Biosphere.","Selbst Magne Furuholmen von der leicht verdaulichen Popband A-ha mischt sich unter die Runde der exzentrischen Glasperlenspieler, die an ihrer Version von ""arctic ambient"" weben.",Die Mühe lohnt sich:
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,x,1,84,36636,Zeitung,"Die Zeit, 20.04.2000, Nr. 17",Gute Chancen zur Erinnerung haben Sie daher morgens zwischen fünf und sieben Uhr.,"Oder aber Sie begeben sich unter die Langschläfer, denn in den Halbschlafphasen am späteren Morgen wird auch viel geträumt.","Wenn Sie nach einem festen Rhythmus aufstehen und Schwierigkeiten haben, Träume zu erinnern, variieren Sie Ihre Weckzeit."
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,95,36643,Zeitung,"Die Zeit, 27.04.2000, Nr. 18",Viele von ihnen tauschen ihre Uniformen hastig gegen zivile Kleidung.,"Sie mischen sich unter die Bevölkerung, die den Eroberern ein freudiges Willkommen bereitet.","Eine solche Begrüßung hatte niemand erwartet, selbst die siegesgewissen Kommunisten nicht."
schlagen,Impact,Impact.Impactor,Motion.Theme,Motion.Goal+Impact.Impactee,means,a,5,188,37622,Belletristik,"Funke, Cornelia: Tintenherz, Hamburg: Cecilie Dressler Verlag 2003, S. 293","Auf seine Beine konnte er sich verlassen, auch wenn er noch nicht wusste, wo sie ihn letztlich hintragen sollten.","Er ließ das Dorf und die Straße hinter sich, schlug sich unter die Bäume, durchs wilde Gras, ließ sich vom senfgelben Ginster verschlucken, verstecken vom silbrigen Laub der Ölbäume ... nur fort von den Häusern, den befestigten Wegen.",Die Wildnis hatte ihn immer schon beschützt.
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,196,37622,Belletristik,"Hahn, Ulla: Unscharfe Bilder, München: Deutsche Verlags-Anstalt 2003, S. 189","Staunend verfolgte sie dieses Erröten und schaute weg, als hätte sie den Vater bei einer intimen Verrichtung überrascht; auch fürchtete sie sich vor noch mehr fremdem Leben, das hinter diesem Erröten verborgen sein mochte.","Musbach beugte sich unter den Tisch, tastete nach dem Splitter in seinem Knie, rieb mit gewohnten Bewegungen um die Verknorpelung herum, wartete, bis der Blutwelle im Kopf ein Gefühl der Kühle folgte, dann erst richtete er sich wieder auf.","Ja, er würde von ihr erzählen, von Wera."
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,220,37987,Wissenschaft,"Safranski, Rüdiger: Friedrich Schiller, München Wien: Carl Hanser 2004, S. 248","Niemand war mehr dazu geboren, sich beherrschen zu lassen (V, 49).","Der Graf von O. und der Prinz gehen auf den Markusplatz, mischen sich unter die Masken.","Eine Maske folgt ihnen, die sich auch im dichten Gewühl nicht verliert."
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,235,38353,Belletristik,"Genazino, Wilhelm: Die Liebesblödigkeit, München, Wien: Carl Hanser Verlag 2005, S. 44",Judiths Hand erscheint unter dem Gesträuch und winkt mich herbei.,Ich beuge mich unter die Äste und sehe Judith in einer kleinen Grasmulde sitzen.,Judith greift mir unters Hemd und flüstert: Kannst du kommen?
arbeiten,Work,Work.Agent,Motion.Theme,Motion.Goal,incidental,a,7,244,38353,Belletristik,"Schulze, Ingo: Neue Leben, Berlin: Berlin Verlag 2005, S. 751",Titus preßte die Augenlider zusammen.,"Sein Herz arbeitete sich voran, immer höher, immer dichter unter die Haut.","Halb sieben, halb acht... er zählte es an den Fingern ab, halb eins... in sieben Stunden war es soweit – in acht Stunden würde sein Leben bereits ein anderes sein."
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,266,38718,Belletristik,"Krausser, Helmut: Eros, Köln: DuMont 2006, S. 131","In der Auslage eines Radiogeschäftes steht ein Fernseher, darin zu sehen ist die Krönung Elizabeths der Zweiten.",Die beiden Frauen mischen sich unter die Zuschauertraube.,Spotten über die ringsumher hingeseufzte Anteilnahme.
saufen,Ingestion,Ingestion.Ingestor,Motion.Theme,Motion.Goal,incidental,ax,7,276,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 196","Die brachen über den Neuzugang nicht gerade in Jubel aus, denn was geschäftliche Kontakte betraf, bedeutete Glass keinen nennenswerten Zuwachs, doch was hätte man dem Verlangen eines Herzogs entgegensetzen können?","Es war allen Anwesenden nachzufühlen; von unschuldigem Frohsinn war nichts zu spüren, die Abende zogen sich dahin, der Steuereintreiber und der Chirurg entschuldigten sich schon früh, um nicht wieder in den Genuß von Gratiskonsultationen zu kommen, der Priester gab seine zwei Witze zum besten, und der Rest lästerte über das Essen und soff sich unter den Tisch, weil selbst die Konjunktur als Thema längst ausgeschöpft war.","Und was die Prätentionen eines Freimaurers auf die Kenntnisse der Kriegskunst et cetera betrifft, so hatte der Bierbrauer seine eigenen Vorstellungen davon und sie auf den Koch umgemünzt:"
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_place.Theme,Cause_to_move_in_place.(Direction),neutral,x,1,9,36526,Belletristik,"Beyer, Marcel: Spione, Köln: DuMont 2000, S. 167","Sie fragt, wer die Aufnahme machen soll, ihr ist nicht sofort klar, es wird ihr Mann sein, der schon mit seinem Photoapparat hantiert.","Er putzt die Linse noch einmal, er dreht sich mit dem Belichtungsmesser von der Sonne weg, er kneift das linke Auge zu und schaut durchs Objektiv.","Sie muß sich damit abfinden, er wird auf dem Bild nicht zu sehen sein."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_place.Theme,Cause_to_move_in_place.(Direction),neutral,x,1,22,36526,Belletristik,"Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 86","Als Britta Wind davon bekam, daß ich in Latein, Französisch und Mathematik durchhing, sah das anders aus.","»Das finde ich nicht gut«, sagte sie und drehte sich von mir weg.",Wir hatten gerade miteinander geschlafen.
rollen,Body_movement,Body_movement.Agent,NA,Body_movement.(Source),manner,x,1,26,36526,Belletristik,"Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 129","Ich mußte dringend etwas trinken, und ich mußte pinkeln, und mein Kopf dröhnte.",Ich rollte mich von der Matratze und wollte mich aufrappeln.,Dabei sah ich Gisela auf dem Boden neben der Tür sitzen.
losmachen,Evading,Evading.Evader,NA,Evading.Pursuer,neutral,a,1,27,36526,Belletristik,"Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 149",Glaub schon. «,Sie machte sich los von mir und suchte den Eingang.,"Ein paar Meter weiter war ein gußeisernes Tor, das aber um einiges niedriger war als die Mauer."
hangeln,Self_motion,Self_motion.Self_mover,NA,Self_motion.Source,manner,b,1,31,36526,Belletristik,"Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 236",Ich verdiente nicht viel.,Ich hangelte mich von einem Zweijahresvertrag zum nächsten und schrieb ab und zu Aufsätze.,Außerdem unterstützte ich Mutter bei seiner großen Gesamtdarstellung des neunzehnten Jahrhunderts.
schleppen,Bringing,Bringing.Agent,Bringing.Theme,Bringing.Source,manner,a,1,38,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 40",Und diese Woche Hausarrest wollte nicht vergehen.,"Großvaters Uhrenzeiger schleppten sich von Minute zu Minute, zauderten und zockelten, als seien sie widerwillige Pferde, und Zeigern konnte man mit einer Peitsche nicht kommen!","Oder war es das, was Doktor Schmidt hatte sagen wollen, als er behauptete, eine absolute Zeit existiere nicht, im Kosmos herrschten verschiedene Zeiten?"
begeben,Motion,Motion.Theme,NA,Motion.Source,neutral,x,1,96,36529,Zeitung,"Archiv der Gegenwart, 2001 [2000]","Vorher soll das von BÉDIÉ gestaltete Wahlgesetz geändert werden, der bestimmen ließ, dass nur diejenigen kandidieren können, deren beide Elternteile aus Côte d'Ivoire stammen.","BÉDIÉ - er begab sich am 3. Januar von seinem Zufluchtsort in Togo aus nach Paris, wo er eine Wohnung besitzt - wollte damit OUATTARA, der einen burkinabischen Vater hat, von einer Kandidatur ausschließen.","GUEÏ kündigte die Bildung eines Conseil consultatif an, der das Wahlgesetz ändern und eine neue Verfassung ausarbeiten soll; an dem Beratungsgremium sollen Vertreter der politischen Parteien und gesellschaftlichen Organisationen teilnehmen."
